number,state,title,body,created_at,updated_at,closed_at,merged_at,labels,user.login,created_dt,merged_dt,time_to_merge_hours
32764,closed,Mark shouldStartViewTransition as true when there's an enter animation,"Typically we mark the name of things that might animate in the snapshot phase. At the same time we track that should call startViewTransition too. However, we don't do this for ""enter"" since they're only marked later. Leading to having just an ""enter"" not to animate unless there's at least another update too.

This tracks if there's a ViewTransitionComponent in the tree that enters. Luckily we know that from the static flag so we don't have to traverse it.",2025-03-26T21:21:36Z,2025-03-26T22:13:50Z,2025-03-26T22:12:59Z,2025-03-26T22:12:59Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",sebmarkbage,2025-03-26 21:21:36+00:00,2025-03-26 22:12:59+00:00,0.8563888888888889
32763,closed,s/HTML/text for text hydration mismatches,,2025-03-26T21:15:52Z,2025-04-01T09:11:45Z,2025-03-26T21:39:52Z,2025-03-26T21:39:52Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",rickhanlonii,2025-03-26 21:15:52+00:00,2025-03-26 21:39:52+00:00,0.4
32762,closed,feat[devtools]: display native tag for host components for Native,"Native only. Displays the native tag for Native Host components inside a badge, when user inspects the component.

Only displaying will be supported for now, because in order to get native tags indexable, they should be part of the bridge operations, which is technically a breaking change that requires significantly more time investment.

The text will only be shown when user hovers over the badge.
![Screenshot 2025-03-26 at 19 46 40](https://github.com/user-attachments/assets/787530cf-c5e5-4b85-8e2a-15b006a3d783)
",2025-03-26T19:48:15Z,2025-04-02T21:44:41Z,2025-04-02T21:44:38Z,2025-04-02T21:44:38Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",hoxyq,2025-03-26 19:48:15+00:00,2025-04-02 21:44:38+00:00,169.93972222222223
32761,closed,"Add ""auto"" class to mean the built-in should run","Stacked on https://github.com/facebook/react/pull/32734

In React a ViewTransition class of `""none""` doesn't just mean that it has no class but also that it has no ViewTransition name. The default (`null | undefined`) means that it has no specific class but should run with the default built-in animation. This adds this as an explicit string called `""auto""` as well.

That way you can do `<ViewTransition default=""foo"" enter=""auto"">` to override the ""foo"" just for the ""enter"" trigger to be the default built-in animation. Where as if you just specified `null` it would be like not specifying enter at all which would trigger ""foo"".
",2025-03-26T18:52:51Z,2025-03-26T19:11:48Z,2025-03-26T19:02:43Z,2025-03-26T19:02:43Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",sebmarkbage,2025-03-26 18:52:51+00:00,2025-03-26 19:02:43+00:00,0.16444444444444445
32760,closed,Don't flush synchronous work if we're in the middle of a ViewTransition async sequence,"Starting a View Transition is an async sequence. Since React can get a sync update in the middle of sequence we sometimes interrupt that sequence.

Currently, we don't actually cancel the View Transition so it can just run as a partial. This ensures that we fully skip it when that happens, as well as warn.

However, it's very easy to trigger this with just a setState in useLayoutEffect right now. Therefore if we're inside the preparing sequence of a startViewTransition, this delays work that would've normally flushed in a microtask. ~Maybe we want to do the same for Default work already scheduled through a scheduler Task.~ Edit: This was already done.

`flushSync` currently will still lead to an interrupted View Transition (with a warning). There's a tradeoff here whether we want to try our best to preserve the guarantees of `flushSync` or favor the animation. It's already possible to suspend at the root with `flushSync` which means it's not always 100% guaranteed to commit anyway. We could treat it as suspended. But let's see how much this is a problem in practice.",2025-03-26T18:14:08Z,2025-03-26T18:40:24Z,2025-03-26T18:40:24Z,2025-03-26T18:40:24Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",sebmarkbage,2025-03-26 18:14:08+00:00,2025-03-26 18:40:24+00:00,0.43777777777777777
32759,closed,[compiler][be] Playground now uses tsup bundled plugin,"Followup to https://github.com/facebook/react/pull/32758.

This moves playground to use the tsup bundled plugin instead of webpack-built `babel-plugin-react-compiler`.

---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32759).
* __->__ #32759
* #32758",2025-03-26T17:50:25Z,2025-03-26T22:34:03Z,2025-03-26T18:31:20Z,2025-03-26T18:31:20Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",mofeiZ,2025-03-26 17:50:25+00:00,2025-03-26 18:31:20+00:00,0.6819444444444445
32758,closed,[compiler][be] Test runner (snap) now uses tsup bundled plugin,"Currently, `babel-plugin-react-compiler` is bundled with (almost) all external dependencies. This is because babel traversal and ast logic is not forward-compatible. Since `babel-plugin-react-compiler` needs to be compatible with babel pipelines across a wide semvar range, we (1) set this package's babel dependency to an early version and (2) inline babel libraries into our bundle.

A few other packages in `react/compiler` depend on the compiler. This PR moves `snap`, our test fixture compiler and evaluator, to use the bundled version of `babel-plugin-react-compiler`. This decouples the babel version used by `snap` with the version used by `babel-plugin-react-compiler`, which means that `snap` now can test features from newer babel versions (see https://github.com/facebook/react/pull/32742).

---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32758).
* #32759
* __->__ #32758",2025-03-26T17:39:37Z,2025-03-26T18:28:27Z,2025-03-26T18:27:42Z,2025-03-26T18:27:42Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",mofeiZ,2025-03-26 17:39:37+00:00,2025-03-26 18:27:42+00:00,0.8013888888888889
32757,closed,[ci] Skip yarn install on cache hit,"
We currently already do this in runtime_build_and_test, we can reuse the same technique in other workflows to speed them up.
",2025-03-26T16:17:59Z,2025-03-26T17:13:42Z,2025-03-26T17:13:39Z,2025-03-26T17:13:39Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-26 16:17:59+00:00,2025-03-26 17:13:39+00:00,0.9277777777777778
32752,closed,Warn for duplicate ViewTransition names,"This adds early logging when two ViewTransitions with the same name are mounted at the same time. Whether they're part of a View Transition or not.

This lets us include the owner stack of each one. I do two logs so that you can get the stack trace of each one of the duplicates.

It currently only logs once for each name which also avoids the scenario when you have many hits for the same name in one commit. However, we could also possibly log a stack for each of them but seems noisy.

Currently we don't log if a SwipeTransition is the first time the pair gets mounted which could lead to a View Transition error before we've warned. That could be a separate improvement.",2025-03-26T00:54:20Z,2025-03-26T02:03:31Z,2025-03-26T02:03:05Z,2025-03-26T02:03:05Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",sebmarkbage,2025-03-26 00:54:20+00:00,2025-03-26 02:03:05+00:00,1.1458333333333333
32751,closed,Add getComputedStyle helper to ViewTransition refs,This is also sometimes useful to read the style of the pseudo-element itself without an animation.,2025-03-25T22:57:59Z,2025-03-26T19:02:54Z,2025-03-26T19:02:53Z,2025-03-26T19:02:53Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",sebmarkbage,2025-03-25 22:57:59+00:00,2025-03-26 19:02:53+00:00,20.081666666666667
32749,closed,Avoid double logging component render time,"This got moved into the functional component and class component case statements here: https://github.com/facebook/react/commit/0de1233fd180969f7ffdfc98151922f2466ceb1f. So that we could separate the error case for class components.

However, due to a faulty rebase this got restored at the top as well. Leading to double component renders being logged.

In the other offscreen reconnect passes we don't do this in each case statement but still once at the top. The reason this doesn't matter is because use the PerformedWork flag and that is only set for function and class components. Although maybe it should be set for expensive DOM components too and then we have to remember this.

",2025-03-25T19:53:17Z,2025-03-26T00:57:20Z,2025-03-26T00:57:20Z,2025-03-26T00:57:20Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",sebmarkbage,2025-03-25 19:53:17+00:00,2025-03-26 00:57:20+00:00,5.0675
32748,closed,[ci] Fix param casing,"
Casing was incorrect.

Tested by running locally with a PAT.

```
$ scripts/release/download-experimental-build.js --commit=2d40460cf768071d3a70b4cdc16075d23ca1ff25
Command failed: gh attestation verify artifacts_combined.zip --repo=facebook/react

Error: failed to fetch attestations from facebook/react: HTTP 404: Not Found (https://api.github.com/repos/facebook/react/attestations/sha256:23d05644f9e49e02cbb441e3932cc4366b261826e58ce222ea249a6b786f0b5f?per_page=30)
`gh attestation verify artifacts_combined.zip --repo=facebook/react` (exited with error code 1)

$ scripts/release/download-experimental-build.js --commit=2d40460cf768071d3a70b4cdc16075d23ca1ff25 --noVerify
⠼ Downloading artifacts from GitHub for commit 2d40460cf768071d3a70b4cdc16075d23ca1ff25)  5%                  0.1m, estimated 1.6m
✓ Downloading artifacts from GitHub for commit 2d40460cf768071d3a70b4cdc16075d23ca1ff25) 9.5 secs
An experimental build has been downloaded!

You can download this build again by running:
  scripts/download-experimental-build.js --commit=2d40460cf768071d3a70b4cdc16075d23ca1ff25
```
",2025-03-25T19:35:09Z,2025-03-25T20:05:44Z,2025-03-25T20:05:41Z,2025-03-25T20:05:41Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-25 19:35:09+00:00,2025-03-25 20:05:41+00:00,0.508888888888889
32746,closed,[ci] Fix incorrect condition,"
Oops, missed this when I switched it from checking if its a fork to checking if its from this repo.
",2025-03-25T18:23:11Z,2025-03-25T18:37:53Z,2025-03-25T18:37:51Z,2025-03-25T18:37:51Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-25 18:23:11+00:00,2025-03-25 18:37:51+00:00,0.24444444444444444
32742,closed,feat(babel-plugin-react-compiler): support satisfies operator,Solve https://github.com/facebook/react/pull/29818,2025-03-25T15:44:43Z,2025-03-28T15:15:02Z,2025-03-28T15:10:32Z,2025-03-28T15:10:32Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}]",rodrigofariow,2025-03-25 15:44:43+00:00,2025-03-28 15:10:32+00:00,71.43027777777779
32741,closed,[crud] Revert CRUD overload,"
Cleans up this experiment. After some internal experimentation we are deprioritizing this project for now and may revisit it at a later point.
",2025-03-25T15:33:09Z,2025-03-26T16:05:01Z,2025-03-26T16:04:58Z,2025-03-26T16:04:58Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-25 15:33:09+00:00,2025-03-26 16:04:58+00:00,24.530277777777776
32739,closed,[ci] Run stale cache cleanup every 6 hours,"
Run this a bit more frequently so we don't thrash `main` caches as often.
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32739).
* __->__ #32739
* #32738",2025-03-25T14:53:33Z,2025-03-25T15:16:43Z,2025-03-25T15:16:41Z,2025-03-25T15:16:41Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-25 14:53:33+00:00,2025-03-25 15:16:41+00:00,0.38555555555555554
32738,closed,[ci] Dont sign builds originating from anything other than facebook/react,"
We now generate attestations in `process_artifacts_combined` so we can verify the provenance of the build later in other workflows. However, this requires `write` permissions for `id-token` and `attestations` so PRs from forks cannot generate this attestation.

To get around this, I added a `--no-verify` flag to scripts/release/download-experimental-build.js. This flag is only passed in `runtime_build_and_test.yml` for the sizebot job, since 1) the workflow runs in the `pull_request` trigger which has read-only permissions, and 2) the downloaded artifact is only used for sizebot calculation, and not actually used.

The flag is explicitly not passed in `runtime_commit_artifacts.yml` since there we actually use the artifact internally. This is fine as once a PR lands on main, it will then run the build on that new commit and generate an attestation.
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32738).
* #32739
* __->__ #32738",2025-03-25T14:30:45Z,2025-03-25T15:16:22Z,2025-03-25T15:16:19Z,2025-03-25T15:16:19Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-25 14:30:45+00:00,2025-03-25 15:16:19+00:00,0.7594444444444445
32734,closed,"Rename <ViewTransition className=""...""> to <ViewTransition default=""..."">","It was always confusing that this is not a CSS class but a view-transition-class.

The `className` sticks out a bit among its siblings `enter`, `exit`, `update` and `share`. The idea is that the most specific definition override is the class name that gets applied and this prop is really just the fallback, catch-all or ""any"" that is applied if you didn't specify a more specific one.

It has also since evolved not just to take a string but also a map of Transition Type to strings.

The ""class"" is really the type of the value. We could add a suffix to all of them like `defaultClass`, `enterClass`, `exitClass`, `updateClass` and `shareClass`. However, this doesn't necessarily make sense with the mapping of Transition Type to string. It also makes it a bit too DOM centric. In React Native this might still be called a ""class"" but it might be represented by an object definition. We might even allow some kind of inline style form for the DOM too. Really this is about picking which ""animation"" that runs which can be a string or instance. ""Animation"" is too broad because there's also a concept of a CSS Animation and these are really sets of CSS animations (group, image-pair, old, new). It could maybe be `defaultTransition`, `enterTransition`, etc but that seems unnecessarily repetitive and still doesn't say anything about it being a class.

We also already have the name ""default"" in the map of Transition Types. In fact you can now specify a default for default:

```
<ViewTransition default={{""navigation-back"": ""slide-out"", ""default"": ""fade-in""}}>
```

One thing I don't like about the name `""default""` is that it might be common to just apply a named class that does it matching to enter/exit/update in the CSS selectors (such as the `:only-child` rule) instead of doing that mapping to each one using React. In that can you end up specifying only `default={...}` a lot and then what is it the ""default"" for? It's more like ""all"". I think it's likely that you end up with either ""default"" or the specific forms instead of both at once.",2025-03-25T03:41:11Z,2025-03-26T19:02:06Z,2025-03-26T19:02:05Z,2025-03-26T19:02:05Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",sebmarkbage,2025-03-25 03:41:11+00:00,2025-03-26 19:02:05+00:00,39.348333333333336
32733,closed,[flow] Replace $PropertyType with indexed access type in ReactNativeTypes,"## Summary

Replace these deprecated types to prepare for removal of support in Flow.

## How did you test this change?

flow
",2025-03-24T23:27:59Z,2025-03-25T03:00:53Z,2025-03-25T03:00:48Z,2025-03-25T03:00:48Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}]",SamChou19815,2025-03-24 23:27:59+00:00,2025-03-25 03:00:48+00:00,3.5469444444444442
32732,closed,[ci] Add GH_TOKEN as secret input to prereleases,"
Seems like this also needs to be specified
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32732).
* #32730
* __->__ #32732",2025-03-24T22:50:00Z,2025-03-24T22:59:20Z,2025-03-24T22:59:17Z,2025-03-24T22:59:17Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-24 22:50:00+00:00,2025-03-24 22:59:17+00:00,0.15472222222222223
32730,closed,[ci] Pass GH_TOKEN to runtime_prereleases,"
Seems like this also needs to be specified.

Note: #32732 needs to land first.
",2025-03-24T22:41:37Z,2025-03-24T23:08:44Z,2025-03-24T23:08:41Z,2025-03-24T23:08:41Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-24 22:41:37+00:00,2025-03-24 23:08:41+00:00,0.45111111111111113
32729,closed,[ci] Fix missing permissions for prereleases,"
Missed these earlier.
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32729).
* __->__ #32729
* #32728",2025-03-24T21:58:57Z,2025-03-24T22:24:59Z,2025-03-24T22:24:45Z,2025-03-24T22:24:45Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-24 21:58:57+00:00,2025-03-24 22:24:45+00:00,0.43
32728,closed,[scripts] Verify artifact integrity when downloading,"
Uses https://cli.github.com/manual/gh_attestation_verify to verify that the downloaded artifact matches the attestation generated during the build process in runtime_commit_artifacts.

Example:

On a workflow run of runtime_build_and_test.yml with no attestations:
```
$ scripts/release/download-experimental-build.js --commit=ea5f065745b777cb41cc9e54a3b29ed8c727a574

Command failed: gh attestation verify artifacts_combined.zip --repo=facebook/react

Error: failed to fetch attestations from facebook/react: HTTP 404: Not Found (https://api.github.com/repos/facebook/react/attestations/sha256:7adba0992ba477a927aad5a07f95ee2deb7d18427c84279d33fc40a3bc28ebaa?per_page=30)
`gh attestation verify artifacts_combined.zip --repo=facebook/react` (exited with error code 1)
```

On one which does:

```
$ scripts/release/download-experimental-build.js --commit=12e85d74c1c233cdc2f3228a97473a4435d50c3b

✓ Downloading artifacts from GitHub for commit 12e85d74c1c233cdc2f3228a97473a4435d50c3b) 10.5 secs
An experimental build has been downloaded!

You can download this build again by running:
  scripts/download-experimental-build.js --commit=12e85d74c1c233cdc2f3228a97473a4435d50c3b
```
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32728).
* #32729
* __->__ #32728",2025-03-24T21:57:06Z,2025-03-24T22:24:36Z,2025-03-24T22:24:33Z,2025-03-24T22:24:33Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-24 21:57:06+00:00,2025-03-24 22:24:33+00:00,0.4575
32727,closed,[ci] Make maintainer check always remote,"
To prevent local modification of the MAINTAINERS file we now always fetch from `main` instead.
",2025-03-24T20:05:53Z,2025-03-24T20:40:17Z,2025-03-24T20:40:14Z,2025-03-24T20:40:14Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-24 20:05:53+00:00,2025-03-24 20:40:14+00:00,0.5725
32726,closed,Fix ownerStackLimit feature gating for tests,"https://github.com/facebook/react/pull/32529 added a dynamic flag for this, but that breaks tests since the flags are not defined everywhere.

However, this is a static value and the flag is only for supporting existing tests. So we can override it in the test config, and make it static at built time instead.",2025-03-24T19:46:15Z,2025-03-26T16:01:06Z,2025-03-26T16:01:06Z,2025-03-26T16:01:06Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}]",rickhanlonii,2025-03-24 19:46:15+00:00,2025-03-26 16:01:06+00:00,44.2475
